address,japanese,korean,length
0x00DC9132,キクチヨの部隊に、かこまれているぞ？！,키쿠치요의 부대에 포위당했어?!,43
0x00DC915E,おまけに、またユニットが少ないしな。,게다가 또 유닛 수도 적군.,36
0x00DC9185,ツライことになりそうだな・・・。,괴로운 일이 될 것 같군...,34
0x00DC91AA,だけど　今回は工場にくわえて,하지만 이번엔 공장에 더해,36
0x00DC91C9,空港も　港もあるじゃない！,공항도 항구도 있잖아!,30
0x00DC91EA,・・・空港と港って、なんだっけ？,"...저, 공항과 항구가 뭐였더라?",41
0x00DC9212,空港は空ユニット　港は海ユニットの,"공항은 공중 유닛, 항구는 바다 유닛의",51
0x00DC9237,生産ができるんだ！,생산할 수 있어!,21
0x00DC924E,さらに　ダメージを受けたユニットは,게다가 데미지를 받은 유닛은,39
0x00DC9275,それぞれの地形で　補充もできるんだぜ！,각각의 지형에서도 보충할 수 있다구!,50
0x00DC92A2,なるほど！,그렇구나!,13
0x00DC92B2,それはありがたいけど　あいてにも,그건 고맙지만 상대에게도,35
0x00DC92D5,工場があるみたいだぞ・・・,공장이 있는 것 같아...,30
0x00DC92F6,それも問題ないわ。,그것도 문제없어.,23
0x00DC930D,よくみて。,잘 봐.,8
0x00DC931C,工場って　陸ユニットを生産できるところよね。,공장은 지상 유닛을 생산할 수 있는 곳이지?,58
0x00DC934D,こーんなとこにある工場　何の役にも,이런 곳에 있는 공장 아무 쓸모도,44
0x00DC9372,立たないじゃない。,세울 수가 없잖아.,24
0x00DC9389,攻めてくる敵だけやっつけちゃったら　工場は,쳐들어오는 적만 해치우면 공장은,45
0x00DC93B6,ムシして　首都を占領しにいきましょうよ！,무시하고 수도를 점령하러 가자고요!,49
0x00DC93E6,ふはははっ！,후하하하!,13
0x00DC93F7,どんなもんだ！,어떠냐!,10
0x00DC9408,こんなところに工場をおいてやったぞ！,이런 곳에 공장을 둬 줬다!,35
0x00DC9431,どんどん生産するのだーっ！,계속 생산하는 거다ー!,30
0x00DC9452,なんとっ！,이런!,7
0x00DC9461,工場が　まったく役に立たなかった,공장이 전혀 도움이 되지 않았다,43
0x00DC9484,ではないかっ！,아니냐!,10
0x00DC949A,おとうさんってば・・・,아버지도 참…,19
0x00DC94B3,わたしの話を　さいごまできかないからよ！,내 말을 끝까지 안 들으니까 그렇지!,48
0x00DC94E2,し　しかしじゃな・・・,"그, 그렇지만 말이다…",30
0x00DC94FE,それから　もうひとつ。,그리고 또 하나.,21
0x00DC9519,レッドスターの目的はイエローコメット,레드스타의 목적은 옐로코멧,38
0x00DC9540,じゃないわ。,아니야.,10
0x00DC9552,な　なんじゃと？！,"뭐, 뭐라고?!",16
0x00DC9567,しかし！,하지만!,10
0x00DC9576,おとうさんが　何も考えずに攻撃を,아빠가 아무 생각 없이 공격을,40
0x00DC9599,しかけるのが悪いんじゃない！,먼저 거는 게 나쁜 거잖아!,35
0x00DC95BA,攻撃をしかけたら　むこうだって,공격을 걸면 상대도,26
0x00DC95DB,戦うのはあたり前よ！,싸우는 건 당연하지!,27
0x00DC9606,ほうっておいても　レッドスター軍は,내버려둬도 레드스타군은,34
0x00DC962B,でていくはずよ。,나가게 될 거야.,21
0x00DC9640,もう攻撃しかけちゃだめよ？,이제 공격하면 안 돼?,28
0x00DC9672,それにしても　レッドスター軍・・・,그건 그렇고 레드스타군은...,38
0x00DC9697,思ったほどでもなかったわね。,생각만큼은 아니었네.,29
0x00DC96B8,だったら・・・,그렇다면…,15
0x00DC96C9,・・・わたしが何とかしなきゃね・・・,...내가 어떻게든 해야겠네...,38
0x00DC96F2,なんとっ！,뭐라고!,10
0x00DC9701,工場が　まったく役に立たなかった,공장이 전혀 도움이 안 됐다,37
0x00DC9724,ではないかっ！,이 아니냐!,14
0x00DC9737,しかも　これほどみじかいきかんで,게다가 이렇게 짧은 기간에,36
0x00DC975A,やぶれるとはっ？！,뚫리다니?!,14
0x00DC9771,・・・おくばしょを　まちがえたか？？？,...놓을 장소를 잘못 골랐나???,39
0x00DC979E,先に１５拠点占領されちゃったわね・・・,먼저 15개 거점을 점령당했네...,38
0x00DC97CC,ここは　ドミノの言うことがただしいわ。,여기는 도미노의 말이 맞아.,37
0x00DC97F7,敵の工場はムシして、他のしま0x00DC99A5,あなたたちのおてなみ、,"너희들의 실력,"
0x00DC981E,占領しに行きましょうよ！,점령하러 가자!,20
0x00DC983D,こちらだけ生産できるようなものだから、,"이쪽만 생산할 수 있는 셈이니까,",44
0x00DC9866,ゆうりに進めることができるわ！,유리하게 진행할 수 있어!,34
0x00DC9889,次は　がんばってね！,다음엔 힘내!,17
0x00DC98A2,リョウ！,료우!,7
0x00DC98B0,ドミノ！,도미노!,10
0x00DC98C9,リョウとドミノがみあたらないぜ？,료우와 도미노가 안 보이는데?,40
0x00DC98EE,ふたりとも、どこへ行ったんだ？,둘 다 어디로 간 거야?,29
0x00DC991C,いつのまにやら　まわりに敵がいやがる！,어느새 주위에 적들이 있잖아!,40
0x00DC9947,これはイエローコメット軍？,이건 옐로코멧군?,23
0x00DC9966,はめられたか！,당했나!,10
0x00DC997A,マックスショーグン、そして,"맥스 쇼군, 그리고",24
0x00DC9998,シレイね。,사령관이네.,16
0x00DC99A5,あなたたちのおてなみ、,"너희들의 솜씨,",20
0x00DC99BE,はいけんさせてもらうわ。,한번 구경하게 해 줘.,24
0x00DC99DE,マックスショーグン。,맥스 장군.,14
0x00DC99F5,あなたは間接攻撃が弱いわね。,넌 간접 공격이 약하네.,31
0x00DC9A16,その弱点を、直接攻撃でおぎなっている,그 약점을 직접 공격으로 보완하고 있다,53
0x00DC9A3D,ようだけど。,같은데.,10
0x00DC9A4E,ひろいところで　攻撃をしゅうちゅうさせる,넓은 곳에서 공격을 집중시킬,39
0x00DC9A79,ことができるなら、あなたはとても強いわ。,"수 있다면, 넌 정말 강해.",40
0x00DC9AB6,せまくて　攻撃がいちどしかあたらないような,좁아서 공격이 한 번밖에 안 맞는 듯한,51
0x00DC9AE3,ところだと、間接のまとに　されてしまうわね。,그런 곳이라면 간접 공격의 표적이 되고 말겠네.,64
0x00DC9B14,できるだけ　自分の有利になるような地形に,되도록 자신에게 유리한 지형으로,45
0x00DC9B3F,さそいこめたら、あなたはもっと強くなれるわ。,"유인해 들일 수 있다면, 너는 더 강해질 수 있어.",64
0x00DC9B70,もっともこれは、,"물론 이건,",14
0x00DC9B81,シレイの,사령관의,12
0x00DC9B8C,役わりかしらね。,역할일까.,13
0x00DC9BA2,だ、だれだ！,"느, 누구냐!",15
0x00DC9BB6,はじめまして。,처음 뵙겠어요.,20
0x00DC9BC7,わたしはアスカ。,나는 아스카.,17
0x00DC9BDA,イエローコメットのショーグンよ。,옐로코멧의 쇼군이야.,29
0x00DC9BFF,あなたたちと、ほかのショーグンは,너희들과 다른 쇼군은,29
0x00DC9C22,分けさせてもらったわ。,나도 좀 배워 가겠어.,28
0x00DC9C52,な　なんだ？,뭐 뭐냐?,11
0x00DC9C64,・・・こ　これはねむりぐすり・・・,"...이, 이건 수면제...",27
0x00DC9C8E,ちょっと　ねむっててもらうわ。,잠깐 잠들어 있어 줘.,28
0x00DC9CB2,さすがはアスカ。,역시 아스카야.,20
0x00DC9CC7,なかなかいい場所にユニットをかくしてるわね。,꽤 좋은 곳에 유닛을 숨겨 두었네.,45
0x00DC9CF8,だからこっちも、アスカのマネをして,그러니 이쪽도 아스카를 흉내 내서,46
0x00DC9D1D,森にかくれながら　移動しましょう！,숲에 숨으면서 이동하자!,33
0x00DC9D44,だいぶ　攻撃をかわすことができると思うわ。,상당히 공격을 피할 수 있을 거라고 생각해.,58
0x00DC9D73,次は　がんばってね！,다음엔 힘내줘!,20
0x00DC9D8E,まったく！,정말!,7
0x00DC9D9B,また　あのこに　はめられたわっ！！！,또 그 애한테 당했어!!!,30
0x00DC9DC5,シレイは、何もされなかった？,"지휘관은, 아무 일도 당하지 않았어?",48
0x00DC9DEA,えっ、そうなの？！,"어, 그런 거야?!",20
0x00DC9E02,・・・それにしちゃ、元気そうよね？？？,...그런 것치곤 꽤 기운 있어 보이네???,50
0x00DC9E2C,まあいいわ。,뭐 됐어.,11
0x00DC9E3E,あー、よかった。,"아, 다행이다.",18
0x00DC9E54,シレイまでねむらされちゃ、,"사령까지 잠들어 버리면,",33
0x00DC9E71,おてあげだものね。,두 손 들 수밖에 없지.,29
0x00DC9E8C,それにしても、サクテキねー・・・。,"그건 그렇고, 색적이라... .",35
0x00DC9EB1,アスカは、こういうとこはトクイなの。,"아스카는, 이런 데는 특기야.",38
0x00DC9EDA,陸がつづいてないから、輸送船が,"육지가 이어지지 않아서, 수송함이",46
0x00DC9EFB,やっつけられないよう　注意しましょう。,당하지 않도록 조심하자.,33
0x00DC9F26,陸ユニットを運べなくなったら、,"육상 유닛을 못 옮기게 되면,",38
0x00DC9F47,勝ちめなし　よね。,승산이 없지.,17
0x00DC9F5E,できるだけ岩礁にかくれつつ,최대한 암초에 숨으면서,32
0x00DC9F7B,すすみましょうよ！,나아가자!,13
0x00DC9F92,それにしても、アスカはわたしが歩兵やバズー,그나저나 아스카는 내가 보병이나 바주카,55
0x00DC9FBF,カ兵がトクイだってこと、忘れたようね！,보병이 특기라는 걸 잊은 모양이네!,47
0x00DC9FEA,占領勝負なら、わたしは負けないわよーっ！,점령 승부라면 난 지지 않아!,38
0x00DCA017,アスカー！,아스카!,10
0x00DCA024,待ってなさいよーっ！,기다리고 있으라고-!,27
0x00DCA03E,いよう　アスカ！,"여어, 아스카!",18
0x00DCA056,ビリー！,빌리!,7
0x00DCA062,・・・どう？何かつかめた？,…어때? 뭔가 잡았어?,28
0x00DCA082,いやー　それがさっぱりだな。,이야- 그게 영 모르겠네.,32
0x00DCA0A3,ホイップのだんなのあとをつけたのは,휩 나리의 뒤를 밟은 건,31
0x00DCA0C8,いいんだが・・・,괜찮긴 한데...,19
0x00DCA0DD,だんな自体がきりすてられたらしい。,나리 본인이 버림받은 모양이야.,43
0x00DCA116,これで　目をさましてくれるといいんだがなー,이걸로 정신을 차려 주면 좋겠는데 말이야,56
0x00DCA143,ホイップのだんなも。,휩 나리도.,14
0x00DCA15C,悪い人じゃねえんだが・・・,나쁜 사람은 아닌데...,29
0x00DCA17B,それはそうと　アスカ。,"그건 그렇고, 아스카.",28
0x00DCA194,おまえさん、ちとやりすぎてないか？,"자네, 좀 너무 심한 거 아닌가?",40
0x00DCA1BB,うらんでるだろうぜー、,"원망하고 있을 거야,",27
0x00DCA1D4,レッドスターのれんちゅうは。,레드스타 녀석들은 말이야.,36
0x00DCA201,これでもたりないくらいだと思ってるけれど？,이래도 부족할 정도라고 생각하고 있는데?,56
0x00DCA230,どうしても　しらべなきゃいけない,아무래도 조사해야만 하는,35
0x00DCA253,ことだし　ね。,"그런 거니까, 말이야.",28
0x00DCA266,・・・ま、そこまで考えてるんだったら,"...뭐, 거기까지 생각하고 있다면",43
0x00DCA28D,おれに言うことはねえよ。,나한테 할 말은 없어.,28
0x00DCA2CE,ええ、おねがいね！,"응, 부탁해!",15
0x00DCA2EF,むかしより、すごく強くなってるじゃない。,예전보다 엄청 강해졌잖아.,36
0x00DCA32E,だけれど、きほんの能力は、むかしと,하지만 기본 능력은 예전과,36
0x00DCA353,それほど変わっていないようね。,그렇게 변하지 않은 것 같네.,38
0x00DCA376,こういう占領が多いマップなら、あなたの,"이렇게 점령이 많은 맵이라면, 당신의",50
0x00DCA39F,能力は充分強いわ。,능력은 충분히 강해.,27
0x00DCA3B6,あいかわらず、直接攻撃はニガテみたいだし。,여전히 직접 공격은 서툰 모양이고.,47
0x00DCA3E5,ふつうに戦うマップなら、歩兵などを輸送して,평범하게 싸우는 맵이라면 보병 등을 수송해서,62
0x00DCA412,いっきに首都を占領する・・・,단숨에 수도를 점령한다...,35
0x00DCA432,というのが、一番よい戦い方、ね。,"라는 게, 가장 좋은 싸움법, 이야.",44
0x00DCA467,あいかわらず　ぶんせきがトクイね・・・,여전히 분석은 잘하네...,32
0x00DCA491,それよりっ！,그것보다!,13
0x00DCA4A0,なぜ攻撃をしかけてきたの？！,왜 공격을 걸어온 거야?!,32
0x00DCA4C2,今はまだ・・・いえないわ。,지금은 아직... 말 못 해.,32
0x00DCA4DF,それより、そこ。,"그보다, 거기.",18
0x00DCA4FD,・・・リョウじゃない！,…료가 아니잖아!,23
0x00DCA516,あんた　リョウをどうやって？,너 료우를 어떻게 한 거야?,35
0x00DCA559,よろこんでついてきたわよ。,기꺼이 따라왔어.,23
0x00DCA58E,もうすぐおきると思うわ。,이제 곧 일어날 것 같아.,32
0x00DCA5A9,それじゃ、また。,"그럼, 또 봐.",16
0x00DCA5BE,ま　まちな・・・,"자, 잠깐...",14
0x00DCA5D4,って、もういないか。,"아, 벌써 없나.",19
0x00DCA5ED,あ、アスカぁ・・・,"아, 아스카...",17
0x00DCA602,あとでおぼえときなさいよっ！,나중에 기억해 두라고!,30
0x00DCA626,先に１６拠点占領されちゃったわね・・・,먼저 16개 거점을 점령당해 버렸네...,48
0x00DCA652,はじめからレッドスター軍の味方の都市が７。,처음부터 레드 스타군 편인 도시가 7개.,52
0x00DCA67F,ということは、あと９占領すればいいわけよね。,그렇다는 건 앞으로 9곳을 점령하면 된다는 거네.,65
0x00DCA6B0,その数を占領するには、マップのまんなか,그 수만큼 점령하려면 맵 한가운데를,49
0x00DCA6D9,あたりにある大きなしま、,"근처에 있는 큰 섬,",25
0x00DCA6F6,それからマップまんなかの、下のほうにある,그리고 맵 한가운데 아래쪽에 있는,46
0x00DCA721,しまの都市、工場などを占領すればよいわ！,섬의 도시와 공장 등을 점령하면 돼!,48
0x00DCA74E,次は、がんばってね！,다음에는 힘내!,20
0x00DCA76A,アスカとたいせんか・・・,아스카와 대전인가...,28
0x00DCA785,あまり気がすすまないな。,그다지 내키지 않네.,27
0x00DCA7A2,・・・チョコくれたから　とか言ったら,...초콜릿 줬으니까 라고 말하면,42
0x00DCA7C9,おこるわよ？,화낼 거야?,14
0x00DCA7EE,そのチョコのおかげで　わたしがどれだけくろう,그 초콜릿 때문에 내가 얼마나 고생을,50
0x00DCA81D,したと思ってるの！,했다고 생각하는 거야!,30
0x00DCA834,負けたら　しょうちしないからねっ！！！,지면 가만두지 않을 거야!!!,36
0x00DCA862,これで　さいごね・・・,이걸로 마지막이네...,28
0x00DCA87B,リョウ　あなたの力　みせてもらうわよ。,"료, 네 힘을 보여줘.",26
0x00DCA8B2,ドミノとアスカのことだけど・・・,도미노와 아스카 얘긴데...,35
0x00DCA8D7,ナカが悪いのか？,사이가 나쁜 건가?,24
0x00DCA8EE,そっかあ？,그런가?,10
0x00DCA8FD,アスカのことになると、ドミノとっても,아스카 얘기만 나오면 도미노도 꽤,46
0x00DCA924,こわいんだけど・・・,무섭긴 한데...,19
0x00DCA93E,まあとにかく、,"뭐 어쨌든,",14
0x00DCA94F,がんばろう、,"힘내자,",10
0x00DCA966,やっぱりなあ・・・,역시 그렇구나...,22
0x00DCA97D,だったら、ここで負けたら　何いわれるか,그렇다면 여기서 지면 무슨 말을 들을지,53
0x00DCA9A6,わからないな・・・,모르겠군...,18
0x00DCA9BE,がんばろう、,"힘내자,",10
0x00DCA9D2,さあ　はくじょうしてもらうわよっ！,"자, 자백해 줘야겠어!",28
0x00DCA9F7,何でわたしたちに攻撃してきたのっ？,왜 우리한테 공격해 온 거야?,38
0x00DCAA1E,その前に、リョウ。,"그 전에, 료.",16
0x00DCAA42,あなたには　弱いところはないわ。,너에겐 약한 곳이 없어.,31
0x00DCAA6A,もっちろーん！,무론이지!,13
0x00DCAA7E,とくに強いところもないけれど。,특별히 강한 곳도 없지만.,34
0x00DCAABF,でもそれが、あなたのいいところなのよ。,하지만 그게 너의 좋은 점이야.,41
0x00DCAAEB,シレイも、あなたを,시레이도 너를,19
0x00DCAB00,使いやすいと思ってるんじゃないかしら？,쓰기 쉽다고 생각하는 거 아닐까?,44
0x00DCAB2B,どうしてもたりないところは、なかまが,"아무래도 부족한 곳은, 동료가",40
0x00DCAB52,助けてくれるでしょうし。,도와줄 테니까.,20
0x00DCAB6F,状況にあわせて、,"상황에 맞춰서,",20
0x00DCAB80,シレイに,사령에게,12
0x00DCAB8B,えらんでもらいなさい。,선택하게 하세요.,23
0x00DCABA6,そうしたら　あなたたちにたおせない,그러면 너희가 못 쓰러뜨릴,36
0x00DCABCB,敵はいないわ。,적은 없어.,14
0x00DCABDE,ちょっと、ムシしないでよ！,"잠깐, 무시하지 마!",25
0x00DCABFE,ドミノ。,도미노.,10
0x00DCAC1A,これからさき、あなたたちはとてつもない,이제부터 너희는 엄청난,32
0x00DCAC43,敵と戦うことになるわ。,적과 싸우게 될 거야.,28
0x00DCAC5F,シレイやリョウを、,"시레이나 료를,",20
0x00DCAC74,助けてあげてね。,도와줘.,10
0x00DCAC8A,そ、それって？,"그, 그게?",12
0x00DCAC9E,今は、気にしなくていいわ。,"지금은, 신경 안 써도 돼.",33
0x00DCACBB,それじゃ、また！,"그럼, 또 보자!",19
0x00DCACD2,ま　まちなさーいっ！,"자, 잠깐만!",15
0x00DCAD0C,けっきょく、なーんにもしゃべってない,"결국, 아무것도 안 말했네",34
0x00DCAD33,じゃない！,아니야!,10
0x00DCAD42,どこに　陸ユニットを運ぶかがポイント,어디에 지상 유닛을 옮길지가 포인트,49
0x00DCAD78,さっきとは　ちがうところに運んでみたら？,아까와는 다른 곳으로 실어 가 보는 건 어때?,59
0x00DCADA5,結果もかわるかもよ。,결과도 달라질지 몰라.,30
0x00DCADBE,次は　がんばってね！,다음엔 힘내줘!,20
0x00DCADEC,聞こえる？,들려?,7
0x00DCADFE,キャサリンか。,캐서린인가.,16
0x00DCAE0F,どうしたんだ？,무슨 일이야?,17
0x00DCAE22,きんきゅうじたいよ！,긴급 사태야!,17
0x00DCAE3B,ここ、パラパラトリデにグリーンアース軍、,"여기, 파라파라 요새에 그린 어스군,",48
0x00DCAE66,モップショーグンが攻めてきたの！,모프 쇼군이 공격해 왔어!,34
0x00DCAE8A,グリーンアースとは　とくにナカが悪いわけ,그린 어스와는 특별히 사이가 나쁜 건,50
0x00DCAEB5,じゃなかったから、ゆだんしてたわ！,이 아니었으니까 방심하고 있었어!,46
0x00DCAEDE,てきが　いっぱいいるぞ？！,적이  잔뜩 있다고?!,26
0x00DCAEFE,ここは　レッドスターにとって、とっても,이곳은 레드스타에게 아주,35
0x00DCAF27,大切な場所なの！,소중한 장소야!,20
0x00DCAF3C,ここの都市を　いっぱい占領されてしまうと,이곳의 도시를 잔뜩 점령당해 버리면,49
0x00DCAF67,負けにな0x00DCAFBC,そう・・・工場やこちらの首都もふくめて、,"그래... 공장과 우리 쪽 수도까지 포함해서,"
0x00DCAF82,できるだけ早く、相手より多くの都市を,"되도록 빨리, 상대보다 많은 도시를",47
0x00DCAFA9,占領するのよ！,점령하는 거야!,20
0x00DCAFBC,そう・・・工場やこちらの首都もふくめて、,"그래... 공장이나 우리 수도까지 포함해서,",56
0x00DCAFE7,先に１２拠点占領をするのよ！,먼저 12거점 점령을 하는 거야!,40
0x00DCB00A,いっぱい　占領すればいいんだな？,잔뜩 점령하면 되는 거지?,34
0x00DCB02D,わかった！,알았어!,10
0x00DCB03E,工場も用意しておいたわ！,공장도 준비해 뒀어!,27
0x00DCB05C,さんのすきなユニットを,씨가 좋아하는 유닛을,29
0x00DCB075,生産してね！,생산해 봐!,14
0x00DCB086,それじゃ、たのんだわね！,"그럼, 부탁할게!",21
0x00DCB0A6,まかせとけ！,맡겨 둬!,11
0x00DCB0CA,・・・占領できるユニットって何だったっけ、,"...점령할 수 있는 유닛이 뭐였더라,",47
0x00DCB106,さーてと。,자 그럼.,11
0x00DCB115,あのことが、ほんとにレッドスターのしわざか,그 일이 정말 레드스타의 짓인지,43
0x00DCB142,どうか、まずはみきわめないとね。,"인지, 우선 잘 살펴봐야지.",35
0x00DCB167,じゃ、いこーっと！,"그럼, 가볼까!",18
0x00DCB1A1,どんなショーグンなんだ？,어떤 쇼군이지?,20
0x00DCB1BE,海で勝0x00x00DCB41D,あわせてショーグンブレイクを使えばいいわ！,함께 쇼군 브레이크를 쓰면 돼!
0x00DCB1EB,海ユニットがとっても強いとか。,해상 유닛이 무척 강하다거나.,40
0x00DCB20E,さすがドミノ！くわしいな！,역시 도미노! 잘 아네!,29
0x00DCB22E,・・・なーんか　もうひとつ、忘れてるような,...뭔가 하나 더 잊고 있는 것 같은데,48
0x00DCB25B,気がするんだけど・・・,그런 느낌이 드는데...,29
0x00DCB276,さすがだねー。,역시 대단해.,17
0x00DCB287,ぼくの負けだよ。,내가 졌어.,14
0x00DCB29E,おまえがモップショーグンか？,네가 모프 쇼군이냐?,27
0x00DCB2C2,そうだよ。,그래.,7
0x00DCB2D1,ちょっと　たしかめたいことがあったんだけど,잠깐 확인하고 싶은 게 있었는데,43
0x00DCB2FE,これでかくしんにかわった。,이걸로 확신으로 바뀌었다.,36
0x00DCB31D,じゃ、またねー！,"그럼, 또 보자!",19
0x00DCB332,・・・もうあんなところに・・・,···벌써 저런 곳에···,32
0x00DCB356,先に、１２拠点占領されてしまったわ・・・。,먼저 12거점을 점령당하고 말았어...,42
0x00DCB384,さんの負けよ。,씨의 패배야.,17
0x00DCB39A,モップのショーグンブレイクは強力よね・・・,모프의 쇼군 브레이크는 강력하네…,48
0x00DCB3C9,だけれど、こちらのショーグンはリョウよ。,하지만 우리 쇼군은 료야.,34
0x00DCB3F6,モップがショーグンブレイクを使ったら,모프가 쇼군 브레이크를 쓰면,39
0x00DCB41D,あわせてショーグンブレイクを使えばいいわ！,함께 쇼군 브레이크를 쓰면 돼!,41
0x00DCB44C,ＨＰが補充されるわよ！,HP가 보충될 거야!,23
0x00DCB467,次は　がんばってね！,다음엔 힘내!,17
0x00DCB494,聞こえるかしら？,들리니?,10
0x00DCB4AA,どうしたんだ？,무슨 일이야?,17
0x00DCB4BE,また、モップショーグンにしてやられたわ！,또 모프 쇼군에게 당하고 말았어!,44
0x00DCB4EB,対空ミサイルを　何としても,대공미사일을  어떻게든,32
0x00DCB508,まもってほしいの！,지켜줬으면 해!,20
0x00DCB51F,今、レッドスターにどうしても必要な,지금 레드스타에 꼭 필요한,36
0x00DCB557,マップの下に　戦艦部隊もいるという話だから,맵 아래쪽에 전함 부대도 있다고 하니까,53
0x00DCB584,このままほうっておいたらやられてしまうわ！,이대로 내버려 두면 당하고 말 거야!,48
0x00DCB5B6,わかった！,알았어!,10
0x00DCB5C5,対空ミサイルが　やられないように,대공미사일이 당하지 않도록,38
0x00DCB5E8,すればいいんだな？,하면 되는 거지?,21
0x00DCB60B,首都や都市も、気にしなくていいわ！,"수도나 도시도, 신경 안 써도 돼!",43
0x00DCB641,それだけ守り切ってくれたら　あとは,그만큼 지켜내 준다면 나머지는,42
0x00DCB666,こっちが何とかするわ！,이쪽은 어떻게든 해볼게!,33
0x00DCB681,じゃ、たのんだわね,"그럼, 부탁할게",20
0x00DCB6A6,よーし、作戦は成功したなー。,"좋아, 작전은 성공했다아.",34
0x00DCB6C7,あとは、あの対空ミサイルさえ,남은 건 저 대공미사일만,33
0x00DCB6E6,やっつけちゃったら、こっちの勝ちだ！,해치워 버리면 우리 승리야!,37
0x00DCB70F,じゃ、いこーっと！,"그럼, 가볼까!",18
0x00DCB726,おまたせ！,오래 기다렸지!,20
0x00DCB734,さん、リョウ！！,"씨, 료우!!",13
0x00DCB74A,キャサリン！,캐서린!,10
0x00DCB759,ふーっ、助かったー！,"휴, 살았다!",15
0x00DCB772,よくしのいでくれたわね！！！,잘 버텨줬구나!!!,22
0x00DCB796,モップショーグン！これいじょうやるなら、,"모프 쇼군! 더 이상 계속한다면,",42
0x00DCB7C1,私が相手するわよ！,내가 상대해 줄게!,24
0x00DCB7DA,キャサリンショーグンの部隊まで,캐서린 쇼군의 부대까지,32
0x00DCB7FB,きちゃったか・・・,와버렸나...,15
0x00DCB812,・・・たぜいにぶぜい、だね。,"...다대일에 소대다, 그치.",34
0x00DCB833,ここは　逃げるが勝ちっ！,여긴 도망치는 게 상책이야!,37
0x00DCB877,ここは　逃げるが勝ちっ！,여긴 도망치는 게 상책이야!,37
0x00DCB896,首都のあたりはキケンよ。,수도 근처는 위험해.,27
0x00DCB8B3,だから、,"그러니까,",13
0x00DCB8BC,対空ミサイル,대공미사일,15
0x00DCB8C9,をどこかに,을 어딘가에,16
0x00DCB8D6,移動させなきゃいけないわね。,이동시켜야만 하겠네.,29
0x00DCB8F7,マップの下のほうには、,"맵 아래쪽에는,",20
0x00DCB913,がいっぱいいるから,가 잔뜩 있으니까,23
0x00DCB930,でマップの上に逃げるのがいいわね。,맵 위쪽으로 도망치는 게 좋겠네.,44
0x00DCB957,移動するときには、岩礁にかくれながら,이동할 때는 암초에 숨어 가면서,43
0x00DCB97E,いけばいいわ。,가면 돼.,11
0x00DCB991,岩礁だと、敵に見つかりにくいのよ！,암초에 있으면 적에게 들키기 어렵거든!,53
0x00DCB9B8,あとは,나머지는,12
0x00DCB9D2,でまわりを見ながら,로 주변을 살피면서,26
0x00DCB9E7,進めば　より安全ね！,전진하면 더 안전하겠네!,33
0x00DCB9FF,次は　がんばってね！,다음엔 힘내!,17
0x00DCBA1A,イーグルと戦うのも、もう３回目か。,이글과 싸우는 것도 벌써 세 번째인가.,51
0x00DCBA41,そろそろけっちゃくをつけないと。,슬슬 결판을 내야지.,27
0x00DCBA66,何でぼくをねらうのか、おしえてもらうんだ！,"왜 나를 노리는지, 물어봐야겠어!",44
0x00DCBA96,ええっ？！,어엇?!,8
0x00DCBAA3,リョウが、まじめなこと言ってる？！,료가 진지한 말을 하고 있어?!,39
0x00DCBACA,どうした！リョウ！,왜 그래! 료!,16
0x00DCBADF,ねつでもあるのかっ？！,열이라도 있는 거냐?!,28
0x00DCBAFA,・・・ふたりとも、何かぼくのこと,"...둘 다, 뭔가 날 보고",29
0x00DCBB1D,ごかいしてないか？,오해하고 있는 거 아냐?,31
0x00DCBB36,モップはああ言ったが,모프는 그렇게 말했지만,32
0x00DCBB4F,おれはまだしんじられぬ！,나는 아직 믿을 수 없다!,32
0x00DCBB7A,さあ　おしえてもらうぞ！,"자, 이제 말해 줘야겠어!",32
0x00DCBB95,何でぼくをねらうんだ！,왜 나를 노리는 거야!,28
0x00DCBBB2,あくまでとぼけるつもりか・・・,끝까지 시치미 뗄 셈인가...,36
0x00DCBBD4,グリーンアースをおそったこと、忘れたとは,"그린 어스를 습격한 일, 잊은 건",42
0x00DCBBFF,いわさんぞ！,안 보내!,11
0x00DCBC12,・・・え？？？,...어???,9
0x00DCBC26,あのときのおまえのかお、このイーグル,"그때 네 얼굴, 이 이글이",32
0x00DCBC4D,ひとときたりとも　忘れたことはないっ！,한순간도 잊은 적이 없다!,34
0x00DCBC7A,ちがうっ！,틀렸어!,10
0x00DCBC87,ぼくじゃない！,내가 아니야!,17
0x00DCBC9A,な　何だと？？？,"뭐, 뭐라고???",17
0x00DCBCAE,ふ　ふざけるなっ！,"까, 까불지 마!",19
0x00DCBCC3,たしかに同じ　かおだったぞ！,분명 같은 얼굴이었어!,30
0x00DCBCE6,ぜったいぼくじゃないっ！,절대 내가 아니야!,24
0x00DCBD03,ほかの国をおそったりなんか,다른 나라를 습격하거나,32
0x00DCBD20,するもんかっ！,할 리가 없잖아!,21
0x00DCBD45,いいだろう　今はそのことば,좋아 지금은 그 말,24
0x00DCBD62,しんじておいてやる。,믿어 두지.,14
0x00DCBD7B,モップの言っていたことも　気になるしな。,모프가 했던 말도 신경 쓰이고 말이야.,0x00DCBFC6
0x00DCBDA7,しかしまだ　うたがってないわけじゃない。,하지만 아직 의심하지 않는 건 아니야.,51
0x00DCBDD4,しんじつ　おまえがやったなら　リョウ！,"정말 네가 한 짓이라면, 료!",36
